DATETIMEDATA,PM25,PM10,O3,CO,NO2,SO2,WS,TEMP,RH,WD,stationID
2024-02-15 06:00:00,59.0,,,,,,0,0,0,83,05t
2024-02-15 07:00:00,60.0,,,,,,0,0,0,139,05t
2024-02-15 08:00:00,58.8,,,,,,1,0,0,144,05t
2024-02-15 09:00:00,53.1,,,,,,1,0,0,171,05t
2024-02-15 10:00:00,57.9,,,,,,1,0,0,219,05t
2024-02-15 11:00:00,55.1,,,,,,2,0,0,181,05t
2024-02-15 12:00:00,59.1,,,,,,2,0,0,197,05t
2024-02-15 13:00:00,60.7,,,,,,2,0,0,236,05t
2024-02-15 14:00:00,49.7,,,,,,2,0,0,189,05t
2024-02-15 15:00:00,39.3,,,,,,2,0,0,187,05t
2024-02-15 16:00:00,49.1,,,,,,2,0,0,184,05t
2024-02-15 17:00:00,53.1,,,,,,2,0,0,188,05t
2024-02-15 18:00:00,56.4,,,,,,2,0,0,192,05t
2024-02-15 19:00:00,37.9,,,,,,2,0,0,192,05t
2024-02-15 20:00:00,32.9,,,,,,2,0,0,203,05t
2024-02-15 21:00:00,29.1,,,,,,2,0,0,195,05t
2024-02-15 22:00:00,31.0,,,,,,2,0,0,188,05t
2024-02-15 23:00:00,29.9,,,,,,2,0,0,189,05t
2024-02-16 00:00:00,26.9,,,,,,1,0,0,188,05t
2024-02-16 01:00:00,25.1,,,,,,2,0,0,187,05t
2024-02-16 02:00:00,26.9,,,,,,1,0,0,184,05t
2024-02-16 03:00:00,23.1,,,,,,1,0,0,182,05t
2024-02-16 04:00:00,26.9,,,,,,1,0,0,187,05t
2024-02-16 05:00:00,23.0,,,,,,1,0,0,182,05t
2024-02-16 06:00:00,24.3,,,,,,1,0,0,170,05t
2024-02-16 07:00:00,33.0,,,,,,1,0,0,188,05t
2024-02-16 08:00:00,33.9,,,,,,1,0,0,188,05t
2024-02-16 09:00:00,29.9,,,,,,1,0,0,175,05t
2024-02-16 10:00:00,28.4,,,,,,1,0,0,169,05t
2024-02-16 11:00:00,40.1,,,,,,1,0,0,254,05t
2024-02-16 12:00:00,43.5,,,,,,3,0,0,201,05t
2024-02-16 13:00:00,28.0,,,,,,2,0,0,190,05t
2024-02-16 14:00:00,29.1,,,,,,2,0,0,174,05t
2024-02-16 15:00:00,33.1,,,,,,2,0,0,197,05t
2024-02-16 16:00:00,34.9,,,,,,2,0,0,189,05t
2024-02-16 17:00:00,32.0,,,,,,2,0,0,187,05t
2024-02-16 18:00:00,30.9,,,,,,2,0,0,195,05t
2024-02-16 19:00:00,28.6,,,,,,2,0,0,192,05t
2024-02-16 20:00:00,17.3,,,,,,2,0,0,190,05t
2024-02-16 21:00:00,26.7,,,,,,2,0,0,185,05t
2024-02-16 22:00:00,18.2,,,,,,2,0,0,190,05t
2024-02-16 23:00:00,24.0,,,,,,2,0,0,194,05t
2024-02-17 00:00:00,25.1,,,,,,2,0,0,188,05t
2024-02-17 01:00:00,27.8,,,,,,2,0,0,194,05t
2024-02-17 02:00:00,21.0,,,,,,2,0,0,194,05t
2024-02-17 03:00:00,22.0,,,,,,2,0,0,197,05t
2024-02-17 04:00:00,23.0,,,,,,1,0,0,191,05t
2024-02-17 05:00:00,23.1,,,,,,1,0,0,196,05t
2024-02-17 06:00:00,27.1,,,,,,1,0,0,154,05t
2024-02-17 07:00:00,29.9,,,,,,1,0,0,301,05t
2024-02-17 08:00:00,26.2,,,,,,1,0,0,219,05t
2024-02-17 09:00:00,34.2,,,,,,1,0,0,223,05t
2024-02-17 10:00:00,41.2,,,,,,0,0,0,287,05t
2024-02-17 11:00:00,49.0,,,,,,1,0,0,295,05t
2024-02-17 12:00:00,49.8,,,,,,2,0,0,250,05t
2024-02-17 13:00:00,42.6,,,,,,2,0,0,188,05t
2024-02-17 14:00:00,30.9,,,,,,3,0,0,190,05t
2024-02-17 15:00:00,27.9,,,,,,3,0,0,186,05t
2024-02-17 16:00:00,25.9,,,,,,3,0,0,195,05t
2024-02-17 17:00:00,21.1,,,,,,3,0,0,186,05t
2024-02-17 18:00:00,25.0,,,,,,3,0,0,180,05t
2024-02-17 19:00:00,24.9,,,,,,3,0,0,184,05t
2024-02-17 20:00:00,21.0,,,,,,3,0,0,187,05t
2024-02-17 21:00:00,20.0,,,,,,3,0,0,189,05t
2024-02-17 22:00:00,19.9,,,,,,3,0,0,190,05t
2024-02-17 23:00:00,16.1,,,,,,3,0,0,188,05t
2024-02-18 00:00:00,18.0,,,,,,2,0,0,189,05t
2024-02-18 01:00:00,19.0,,,,,,2,0,0,184,05t
2024-02-18 02:00:00,17.9,,,,,,2,0,0,190,05t
2024-02-18 03:00:00,16.1,,,,,,1,0,0,185,05t
2024-02-18 04:00:00,20.0,,,,,,1,0,0,186,05t
2024-02-18 05:00:00,21.0,,,,,,1,0,0,186,05t
2024-02-18 06:00:00,21.1,,,,,,1,0,0,188,05t
2024-02-18 07:00:00,24.8,,,,,,2,0,0,187,05t
2024-02-18 08:00:00,18.0,,,,,,3,0,0,191,05t
2024-02-18 09:00:00,19.1,,,,,,3,0,0,197,05t
2024-02-18 10:00:00,21.9,,,,,,3,0,0,190,05t
2024-02-18 11:00:00,17.1,,,,,,3,0,0,197,05t
2024-02-18 12:00:00,19.8,,,,,,3,0,0,198,05t
2024-02-18 13:00:00,12.2,,,,,,3,0,0,194,05t
2024-02-18 14:00:00,20.1,,,,,,3,0,0,201,05t
2024-02-18 15:00:00,23.0,,,,,,3,0,0,192,05t
2024-02-18 16:00:00,22.0,,,,,,3,0,0,195,05t
2024-02-18 17:00:00,22.1,,,,,,3,0,0,201,05t
2024-02-18 18:00:00,25.1,,,,,,3,0,0,184,05t
2024-02-18 19:00:00,27.9,,,,,,3,0,0,188,05t
2024-02-18 20:00:00,23.9,,,,,,2,0,0,191,05t
2024-02-18 21:00:00,22.0,,,,,,2,0,0,194,05t
2024-02-18 22:00:00,21.9,,,,,,2,0,0,196,05t
2024-02-18 23:00:00,19.0,,,,,,2,0,0,188,05t
2024-02-19 00:00:00,18.0,,,,,,2,0,0,190,05t
2024-02-19 01:00:00,18.1,,,,,,2,0,0,191,05t
2024-02-19 02:00:00,20.9,,,,,,1,0,0,194,05t
2024-02-19 03:00:00,19.0,,,,,,1,0,0,193,05t
2024-02-19 04:00:00,19.9,,,,,,1,0,0,189,05t
2024-02-19 05:00:00,17.2,,,,,,1,0,0,183,05t
2024-02-19 06:00:00,22.1,,,,,,1,0,0,184,05t
2024-02-19 07:00:00,23.9,,,,,,1,0,0,187,05t
2024-02-19 08:00:00,21.1,,,,,,2,0,0,201,05t
2024-02-19 09:00:00,23.9,,,,,,2,0,0,201,05t
2024-02-19 10:00:00,20.0,,,,,,2,0,0,197,05t
2024-02-19 11:00:00,18.9,,,,,,3,0,0,201,05t
2024-02-19 12:00:00,16.1,,,,,,3,0,0,198,05t
2024-02-19 13:00:00,18.1,,,,,,3,0,0,198,05t
2024-02-19 14:00:00,19.9,,,,,,4,0,0,191,05t
2024-02-19 15:00:00,18.0,,,,,,3,0,0,197,05t
2024-02-19 16:00:00,17.0,,,,,,3,0,0,193,05t
2024-02-19 17:00:00,16.9,,,,,,3,0,0,194,05t
2024-02-19 18:00:00,13.1,,,,,,3,0,0,190,05t
2024-02-19 19:00:00,16.9,,,,,,2,0,0,175,05t
2024-02-19 20:00:00,15.1,,,,,,2,0,0,174,05t
2024-02-19 21:00:00,18.9,,,,,,2,0,0,182,05t
2024-02-19 22:00:00,16.1,,,,,,2,0,0,190,05t
2024-02-19 23:00:00,17.8,,,,,,2,0,0,195,05t
2024-02-20 00:00:00,12.9,,,,,,2,0,0,190,05t
2024-02-20 01:00:00,9.1,,,,,,2,0,0,197,05t
2024-02-20 02:00:00,13.1,,,,,,2,0,0,197,05t
2024-02-20 03:00:00,15.9,,,,,,2,0,0,195,05t
2024-02-20 04:00:00,14.0,,,,,,2,0,0,196,05t
2024-02-20 05:00:00,14.0,,,,,,1,0,0,191,05t
2024-02-20 06:00:00,13.1,,,,,,1,0,0,201,05t
2024-02-20 07:00:00,16.0,,,,,,2,0,0,186,05t
2024-02-20 08:00:00,16.0,,,,,,2,0,0,191,05t
2024-02-20 09:00:00,15.9,,,,,,3,0,0,187,05t
2024-02-20 10:00:00,14.2,,,,,,3,0,0,193,05t
2024-02-20 11:00:00,18.8,,,,,,3,0,0,195,05t
2024-02-20 12:00:00,12.9,,,,,,3,0,0,196,05t
2024-02-20 13:00:00,11.2,,,,,,3,0,0,196,05t
2024-02-20 14:00:00,17.0,,,,,,3,0,0,189,05t
2024-02-20 15:00:00,16.1,,,,,,3,0,0,178,05t
2024-02-20 16:00:00,19.0,,,,,,3,0,0,182,05t
2024-02-20 17:00:00,20.0,,,,,,3,0,0,186,05t
2024-02-20 18:00:00,21.1,,,,,,3,0,0,186,05t
2024-02-20 19:00:00,23.9,,,,,,3,0,0,191,05t
2024-02-20 20:00:00,21.0,,,,,,3,0,0,190,05t
2024-02-20 21:00:00,21.1,,,,,,3,0,0,185,05t
2024-02-20 22:00:00,22.9,,,,,,3,0,0,190,05t
2024-02-20 23:00:00,19.9,,,,,,3,0,0,192,05t
2024-02-21 00:00:00,17.6,,,,,,2,0,0,196,05t
2024-02-21 01:00:00,33.3,,,,,,2,0,0,192,05t
2024-02-21 02:00:00,12.3,,,,,,2,0,0,189,05t
2024-02-21 03:00:00,21.1,,,,,,3,0,0,190,05t
2024-02-21 04:00:00,24.9,,,,,,3,0,0,186,05t
2024-02-21 05:00:00,21.8,,,,,,3,0,0,188,05t
2024-02-21 06:00:00,17.0,,,,,,2,0,0,186,05t
2024-02-21 07:00:00,17.0,,,,,,2,0,0,181,05t
2024-02-21 08:00:00,18.0,,,,,,3,0,0,179,05t
2024-02-21 09:00:00,17.1,,,,,,3,0,0,188,05t
2024-02-21 10:00:00,18.8,,,,,,3,0,0,193,05t
2024-02-21 11:00:00,14.1,,,,,,4,0,0,197,05t
2024-02-21 12:00:00,16.9,,,,,,4,0,0,199,05t
2024-02-21 13:00:00,13.2,,,,,,4,0,0,198,05t
2024-02-21 14:00:00,19.0,,,,,,4,0,0,200,05t
2024-02-21 15:00:00,19.1,,,,,,4,0,0,187,05t
2024-02-21 16:00:00,21.9,,,,,,4,0,0,184,05t
2024-02-21 17:00:00,18.0,,,,,,3,0,0,190,05t
2024-02-21 18:00:00,18.9,,,,,,3,0,0,189,05t
2024-02-21 19:00:00,17.0,,,,,,3,0,0,190,05t
2024-02-21 20:00:00,17.0,,,,,,3,0,0,188,05t
2024-02-21 21:00:00,17.0,,,,,,3,0,0,189,05t
2024-02-21 22:00:00,16.0,,,,,,2,0,0,195,05t
2024-02-21 23:00:00,15.0,,,,,,2,0,0,192,05t
2024-02-22 00:00:00,14.1,,,,,,3,0,0,188,05t
2024-02-22 01:00:00,16.1,,,,,,2,0,0,189,05t
2024-02-22 02:00:00,19.7,,,,,,2,0,0,193,05t
2024-02-22 03:00:00,11.2,,,,,,2,0,0,191,05t
2024-02-22 04:00:00,18.1,,,,,,2,0,0,186,05t
2024-02-22 05:00:00,20.0,,,,,,3,0,0,187,05t
2024-02-22 06:00:00,19.8,,,,,,2,0,0,186,05t
2024-02-22 07:00:00,14.2,,,,,,3,0,0,186,05t
2024-02-22 08:00:00,20.8,,,,,,3,0,0,192,05t
2024-02-22 09:00:00,15.2,,,,,,3,0,0,198,05t
2024-02-22 10:00:00,19.9,,,,,,3,0,0,198,05t
2024-02-22 11:00:00,16.0,,,,,,3,0,0,204,05t
2024-02-22 12:00:00,16.1,,,,,,3,0,0,196,05t
2024-02-22 13:00:00,17.7,,,,,,3,0,0,188,05t
2024-02-22 14:00:00,9.3,,,,,,3,0,0,194,05t
2024-02-22 15:00:00,17.0,,,,,,3,0,0,197,05t
2024-02-22 16:00:00,18.0,,,,,,3,0,0,194,05t
2024-02-22 17:00:00,18.1,,,,,,2,0,0,193,05t
2024-02-22 18:00:00,20.9,,,,,,2,0,0,192,05t
2024-02-22 19:00:00,18.1,,,,,,3,0,0,185,05t
2024-02-22 20:00:00,19.9,,,,,,2,0,0,188,05t
2024-02-22 21:00:00,16.9,,,,,,2,0,0,186,05t
2024-02-22 22:00:00,15.0,,,,,,2,0,0,188,05t
2024-02-22 23:00:00,15.0,,,,,,2,0,0,190,05t
2024-02-23 00:00:00,16.2,,,,,,2,0,0,189,05t
2024-02-23 01:00:00,20.8,,,,,,2,0,0,189,05t
2024-02-23 02:00:00,16.1,,,,,,2,0,0,189,05t
2024-02-23 03:00:00,19.9,,,,,,2,0,0,183,05t
2024-02-23 04:00:00,17.0,,,,,,2,0,0,185,05t
2024-02-23 05:00:00,18.0,,,,,,2,0,0,189,05t
2024-02-23 06:00:00,18.0,,,,,,2,0,0,189,05t
2024-02-23 07:00:00,17.9,,,,,,2,0,0,190,05t
2024-02-23 08:00:00,15.9,,,,,,2,0,0,199,05t
2024-02-23 09:00:00,13.2,,,,,,2,0,0,200,05t
2024-02-23 10:00:00,19.9,,,,,,3,0,0,198,05t
2024-02-23 11:00:00,15.9,,,,,,3,0,0,192,05t
2024-02-23 12:00:00,13.0,,,,,,3,0,0,200,05t
2024-02-23 13:00:00,14.0,,,,,,3,0,0,183,05t
2024-02-23 14:00:00,14.0,,,,,,3,0,0,192,05t
2024-02-23 15:00:00,13.0,,,,,,3,0,0,194,05t
2024-02-23 16:00:00,14.0,,,,,,3,0,0,195,05t
2024-02-23 17:00:00,15.1,,,,,,3,0,0,189,05t
2024-02-23 18:00:00,18.9,,,,,,2,0,0,192,05t
2024-02-23 19:00:00,16.1,,,,,,2,0,0,189,05t
2024-02-23 20:00:00,19.0,,,,,,3,0,0,189,05t
2024-02-23 21:00:00,17.9,,,,,,3,0,0,191,05t
2024-02-23 22:00:00,16.1,,,,,,2,0,0,192,05t
2024-02-23 23:00:00,18.8,,,,,,2,0,0,201,05t
2024-02-24 00:00:00,14.0,,,,,,2,0,0,195,05t
2024-02-24 01:00:00,14.0,,,,,,2,0,0,189,05t
2024-02-24 02:00:00,14.9,,,,,,2,0,0,189,05t
2024-02-24 03:00:00,13.1,,,,,,2,0,0,193,05t
2024-02-24 04:00:00,15.0,,,,,,2,0,0,199,05t
2024-02-24 05:00:00,15.2,,,,,,2,0,0,202,05t
2024-02-24 06:00:00,19.9,,,,,,2,0,0,195,05t
2024-02-24 07:00:00,17.0,,,,,,2,0,0,191,05t
2024-02-24 08:00:00,17.8,,,,,,2,0,0,199,05t
2024-02-24 09:00:00,11.2,,,,,,2,0,0,188,05t
2024-02-24 10:00:00,17.0,,,,,,2,0,0,191,05t
2024-02-24 11:00:00,17.2,,,,,,3,0,0,194,05t
2024-02-24 12:00:00,21.9,,,,,,3,0,0,188,05t
2024-02-24 13:00:00,17.9,,,,,,3,0,0,190,05t
2024-02-24 14:00:00,16.2,,,,,,3,0,0,185,05t
2024-02-24 15:00:00,20.9,,,,,,3,0,0,192,05t
2024-02-24 16:00:00,19.0,,,,,,3,0,0,194,05t
2024-02-24 17:00:00,19.2,,,,,,3,0,0,195,05t
2024-02-24 18:00:00,24.0,,,,,,2,0,0,193,05t
2024-02-24 19:00:00,23.8,,,,,,2,0,0,186,05t
2024-02-24 20:00:00,18.1,,,,,,2,0,0,186,05t
2024-02-24 21:00:00,19.9,,,,,,2,0,0,190,05t
2024-02-24 22:00:00,17.3,,,,,,3,0,0,186,05t
2024-02-24 23:00:00,24.8,,,,,,2,0,0,191,05t
2024-02-25 00:00:00,16.9,,,,,,2,0,0,185,05t
2024-02-25 01:00:00,15.2,,,,,,2,0,0,196,05t
2024-02-25 02:00:00,20.8,,,,,,1,0,0,191,05t
2024-02-25 03:00:00,15.1,,,,,,2,0,0,190,05t
2024-02-25 04:00:00,17.0,,,,,,1,0,0,199,05t
2024-02-25 05:00:00,17.0,,,,,,1,0,0,189,05t
2024-02-25 06:00:00,16.0,,,,,,1,0,0,192,05t
2024-02-25 07:00:00,16.0,,,,,,1,0,0,187,05t
2024-02-25 08:00:00,16.9,,,,,,2,0,0,193,05t
2024-02-25 09:00:00,15.0,,,,,,2,0,0,196,05t
2024-02-25 10:00:00,16.0,,,,,,2,0,0,190,05t
2024-02-25 11:00:00,16.0,,,,,,2,0,0,192,05t
2024-02-25 12:00:00,15.2,,,,,,2,0,0,202,05t
2024-02-25 13:00:00,22.0,,,,,,2,0,0,195,05t
2024-02-25 14:00:00,21.2,,,,,,2,0,0,204,05t
2024-02-25 15:00:00,25.9,,,,,,2,0,0,183,05t
2024-02-25 16:00:00,24.0,,,,,,3,0,0,200,05t
2024-02-25 17:00:00,23.9,,,,,,3,0,0,192,05t
2024-02-25 18:00:00,22.2,,,,,,2,0,0,195,05t
2024-02-25 19:00:00,26.7,,,,,,2,0,0,189,05t
2024-02-25 20:00:00,18.1,,,,,,2,0,0,193,05t
2024-02-25 21:00:00,21.9,,,,,,2,0,0,197,05t
2024-02-25 22:00:00,18.9,,,,,,2,0,0,190,05t
2024-02-25 23:00:00,15.0,,,,,,2,0,0,191,05t
2024-02-26 00:00:00,15.0,,,,,,2,0,0,187,05t
2024-02-26 01:00:00,15.2,,,,,,1,0,0,183,05t
2024-02-26 02:00:00,20.1,,,,,,2,0,0,189,05t
2024-02-26 03:00:00,22.0,,,,,,1,0,0,182,05t
2024-02-26 04:00:00,22.1,,,,,,1,0,0,185,05t
2024-02-26 05:00:00,24.9,,,,,,0,0,0,161,05t
2024-02-26 06:00:00,22.1,,,,,,0,0,0,118,05t
2024-02-26 07:00:00,24.1,,,,,,1,0,0,135,05t
2024-02-26 08:00:00,26.0,,,,,,1,0,0,143,05t
2024-02-26 09:00:00,26.0,,,,,,1,0,0,173,05t
2024-02-26 10:00:00,27.2,,,,,,1,0,0,139,05t
2024-02-26 11:00:00,32.0,,,,,,2,0,0,166,05t
2024-02-26 12:00:00,33.0,,,,,,2,0,0,204,05t
2024-02-26 13:00:00,32.4,,,,,,2,0,0,175,05t
2024-02-26 14:00:00,42.8,,,,,,2,0,0,204,05t
2024-02-26 15:00:00,36.2,,,,,,2,0,0,208,05t
2024-02-26 16:00:00,41.7,,,,,,2,0,0,191,05t
2024-02-26 17:00:00,32.9,,,,,,3,0,0,192,05t
2024-02-26 18:00:00,30.1,,,,,,3,0,0,198,05t
2024-02-26 19:00:00,32.8,,,,,,2,0,0,199,05t
2024-02-26 20:00:00,26.0,,,,,,2,0,0,194,05t
2024-02-26 21:00:00,25.9,,,,,,2,0,0,190,05t
2024-02-26 22:00:00,22.3,,,,,,2,0,0,190,05t
2024-02-26 23:00:00,29.9,,,,,,2,0,0,190,05t
2024-02-27 00:00:00,27.9,,,,,,1,0,0,187,05t
2024-02-27 01:00:00,24.0,,,,,,1,0,0,191,05t
2024-02-27 02:00:00,23.1,,,,,,1,0,0,192,05t
2024-02-27 03:00:00,26.0,,,,,,1,0,0,189,05t
2024-02-27 04:00:00,27.0,,,,,,1,0,0,183,05t
2024-02-27 05:00:00,26.2,,,,,,1,0,0,180,05t
2024-02-27 06:00:00,30.9,,,,,,1,0,0,178,05t
2024-02-27 07:00:00,27.2,,,,,,1,0,0,175,05t
2024-02-27 08:00:00,32.9,,,,,,1,0,0,189,05t
2024-02-27 09:00:00,29.2,,,,,,1,0,0,172,05t
2024-02-27 10:00:00,36.0,,,,,,1,0,0,153,05t
2024-02-27 11:00:00,34.8,,,,,,2,0,0,186,05t
2024-02-27 12:00:00,30.2,,,,,,2,0,0,186,05t
2024-02-27 13:00:00,37.1,,,,,,2,0,0,179,05t
2024-02-27 14:00:00,39.0,,,,,,2,0,0,188,05t
2024-02-27 15:00:00,40.3,,,,,,2,0,0,192,05t
2024-02-27 16:00:00,49.9,,,,,,2,0,0,186,05t
2024-02-27 17:00:00,45.9,,,,,,3,0,0,195,05t
2024-02-27 18:00:00,42.0,,,,,,2,0,0,197,05t
2024-02-27 19:00:00,42.0,,,,,,2,0,0,191,05t
2024-02-27 20:00:00,40.7,,,,,,2,0,0,192,05t
2024-02-27 21:00:00,33.2,,,,,,2,0,0,195,05t
2024-02-27 22:00:00,38.0,,,,,,2,0,0,188,05t
2024-02-27 23:00:00,38.9,,,,,,2,0,0,188,05t
