DATETIMEDATA,PM25,WS,TEMP,RH,WD,stationID
2023-12-22 10:00:00,9.3,3,0,0,50,05t
2023-12-22 11:00:00,18.0,3,0,0,16,05t
2023-12-22 12:00:00,17.9,3,0,0,18,05t
2023-12-22 13:00:00,14.2,2,0,0,1,05t
2023-12-22 14:00:00,19.0,2,0,0,40,05t
2023-12-22 15:00:00,18.0,2,0,0,354,05t
2023-12-22 16:00:00,19.2,2,0,0,320,05t
2023-12-22 17:00:00,24.4,2,0,0,332,05t
2023-12-22 18:00:00,34.8,2,0,0,38,05t
2023-12-22 19:00:00,29.2,1,0,0,75,05t
2023-12-22 20:00:00,35.7,2,0,0,60,05t
2023-12-22 21:00:00,26.9,3,0,0,67,05t
2023-12-22 22:00:00,25.2,2,0,0,64,05t
2023-12-22 23:00:00,31.8,2,0,0,50,05t
2023-12-23 00:00:00,25.1,1,0,0,17,05t
2023-12-23 01:00:00,27.1,1,0,0,42,05t
2023-12-23 02:00:00,29.9,1,0,0,52,05t
2023-12-23 03:00:00,26.1,2,0,0,343,05t
2023-12-23 04:00:00,29.0,2,0,0,354,05t
2023-12-23 05:00:00,29.1,2,0,0,6,05t
2023-12-23 06:00:00,31.2,2,0,0,8,05t
2023-12-23 07:00:00,35.9,2,0,0,34,05t
2023-12-23 08:00:00,33.9,2,0,0,10,05t
2023-12-23 09:00:00,30.1,2,0,0,20,05t
2023-12-23 10:00:00,33.0,2,0,0,331,05t
2023-12-23 11:00:00,31.9,2,0,0,327,05t
2023-12-23 12:00:00,27.9,2,0,0,340,05t
2023-12-23 13:00:00,25.7,2,0,0,359,05t
2023-12-23 14:00:00,18.2,2,0,0,325,05t
2023-12-23 15:00:00,25.2,2,0,0,330,05t
2023-12-23 16:00:00,32.0,2,0,0,354,05t
2023-12-23 17:00:00,33.1,1,0,0,352,05t
2023-12-23 18:00:00,36.0,1,0,0,337,05t
2023-12-23 19:00:00,35.0,1,0,0,72,05t
2023-12-23 20:00:00,36.1,2,0,0,63,05t
2023-12-23 21:00:00,39.0,2,0,0,51,05t
2023-12-23 22:00:00,39.1,1,0,0,29,05t
2023-12-23 23:00:00,42.0,2,0,0,46,05t
2023-12-24 00:00:00,42.1,1,0,0,346,05t
2023-12-24 01:00:00,43.8,1,0,0,336,05t
2023-12-24 02:00:00,39.1,1,0,0,335,05t
2023-12-24 03:00:00,43.0,1,0,0,336,05t
2023-12-24 04:00:00,43.0,2,0,0,342,05t
2023-12-24 05:00:00,41.6,1,0,0,333,05t
2023-12-24 06:00:00,30.1,1,0,0,343,05t
2023-12-24 07:00:00,32.9,1,0,0,333,05t
2023-12-24 08:00:00,30.9,2,0,0,342,05t
2023-12-24 09:00:00,27.0,1,0,0,34,05t
2023-12-24 10:00:00,27.1,1,0,0,19,05t
2023-12-24 11:00:00,29.0,2,0,0,6,05t
2023-12-24 12:00:00,28.0,2,0,0,336,05t
2023-12-24 13:00:00,28.2,2,0,0,335,05t
2023-12-24 14:00:00,32.9,2,0,0,322,05t
2023-12-24 15:00:00,30.0,2,0,0,332,05t
2023-12-24 16:00:00,31.2,2,0,0,331,05t
2023-12-24 17:00:00,36.0,2,0,0,337,05t
2023-12-24 18:00:00,35.9,2,0,0,340,05t
2023-12-24 19:00:00,33.1,2,0,0,358,05t
2023-12-24 20:00:00,36.1,3,0,0,19,05t
2023-12-24 21:00:00,39.0,2,0,0,24,05t
2023-12-24 22:00:00,38.8,2,0,0,34,05t
2023-12-24 23:00:00,33.0,1,0,0,19,05t
2023-12-25 00:00:00,33.1,1,0,0,346,05t
2023-12-25 01:00:00,35.0,1,0,0,334,05t
2023-12-25 02:00:00,34.0,1,0,0,342,05t
2023-12-25 03:00:00,34.0,1,0,0,334,05t
2023-12-25 04:00:00,32.9,1,0,0,345,05t
2023-12-25 05:00:00,30.2,2,0,0,353,05t
2023-12-25 06:00:00,35.7,1,0,0,356,05t
2023-12-25 07:00:00,27.1,1,0,0,27,05t
2023-12-25 08:00:00,30.9,2,0,0,82,05t
2023-12-25 09:00:00,29.2,1,0,0,88,05t
2023-12-25 10:00:00,34.9,1,0,0,46,05t
2023-12-25 11:00:00,32.0,1,0,0,80,05t
2023-12-25 12:00:00,33.2,1,0,0,325,05t
2023-12-25 13:00:00,37.9,2,0,0,313,05t
2023-12-25 14:00:00,34.1,1,0,0,322,05t
2023-12-25 15:00:00,37.9,2,0,0,330,05t
2023-12-25 16:00:00,36.0,2,0,0,64,05t
2023-12-25 17:00:00,36.9,2,0,0,85,05t
2023-12-25 18:00:00,35.2,1,0,0,81,05t
2023-12-25 19:00:00,40.0,1,0,0,57,05t
2023-12-25 20:00:00,40.1,1,0,0,66,05t
2023-12-25 21:00:00,42.3,1,0,0,59,05t
2023-12-25 22:00:00,49.9,1,0,0,66,05t
2023-12-25 23:00:00,48.1,2,0,0,43,05t
2023-12-26 00:00:00,49.8,1,0,0,46,05t
2023-12-26 01:00:00,45.1,1,0,0,49,05t
2023-12-26 02:00:00,48.0,1,0,0,44,05t
2023-12-26 03:00:00,48.0,1,0,0,30,05t
2023-12-26 04:00:00,49.0,1,0,0,34,05t
2023-12-26 05:00:00,50.4,1,0,0,302,05t
2023-12-26 06:00:00,59.9,1,0,0,300,05t
2023-12-26 07:00:00,57.1,1,0,0,327,05t
2023-12-26 08:00:00,59.0,1,0,0,335,05t
2023-12-26 09:00:00,57.5,2,0,0,22,05t
2023-12-26 10:00:00,45.0,2,0,0,10,05t
2023-12-26 11:00:00,44.9,2,0,0,317,05t
2023-12-26 12:00:00,40.9,2,0,0,3,05t
2023-12-26 13:00:00,38.0,2,0,0,20,05t
2023-12-26 14:00:00,37.1,2,0,0,15,05t
2023-12-26 15:00:00,40.8,2,0,0,30,05t
2023-12-26 16:00:00,33.9,2,0,0,33,05t
2023-12-26 17:00:00,31.3,2,0,0,36,05t
2023-12-26 18:00:00,39.1,2,0,0,29,05t
2023-12-26 19:00:00,43.1,1,0,0,335,05t
2023-12-26 20:00:00,45.9,1,0,0,10,05t
2023-12-26 21:00:00,44.2,0,0,0,347,05t
2023-12-26 22:00:00,51.0,0,0,0,81,05t
2023-12-26 23:00:00,50.1,0,0,0,90,05t
2023-12-27 00:00:00,52.4,0,0,0,131,05t
2023-12-27 01:00:00,62.0,0,0,0,328,05t
2023-12-27 02:00:00,60.9,1,0,0,344,05t
2023-12-27 03:00:00,58.7,0,0,0,312,05t
2023-12-27 04:00:00,50.0,1,0,0,312,05t
2023-12-27 05:00:00,49.9,1,0,0,315,05t
2023-12-27 06:00:00,46.1,1,0,0,18,05t
2023-12-27 07:00:00,48.1,1,0,0,6,05t
2023-12-27 08:00:00,51.6,1,0,0,335,05t
2023-12-27 09:00:00,42.0,2,0,0,20,05t
2023-12-27 10:00:00,43.0,1,0,0,4,05t
2023-12-27 11:00:00,42.6,2,0,0,55,05t
2023-12-27 12:00:00,30.8,2,0,0,17,05t
2023-12-27 13:00:00,26.0,2,0,0,53,05t
2023-12-27 14:00:00,27.0,2,0,0,89,05t
2023-12-27 15:00:00,28.0,2,0,0,77,05t
2023-12-27 16:00:00,27.0,2,0,0,85,05t
2023-12-27 17:00:00,27.1,1,0,0,87,05t
2023-12-27 18:00:00,28.8,0,0,0,65,05t
2023-12-27 19:00:00,24.1,0,0,0,338,05t
2023-12-27 20:00:00,27.1,0,0,0,33,05t
2023-12-27 21:00:00,29.1,0,0,0,112,05t
2023-12-27 22:00:00,33.0,0,0,0,105,05t
2023-12-27 23:00:00,33.9,0,0,0,73,05t
2023-12-28 00:00:00,31.1,0,0,0,359,05t
2023-12-28 01:00:00,35.2,0,0,0,294,05t
2023-12-28 02:00:00,41.1,1,0,0,303,05t
2023-12-28 03:00:00,45.0,1,0,0,350,05t
2023-12-28 04:00:00,45.0,1,0,0,350,05t
2023-12-28 05:00:00,44.6,1,0,0,334,05t
2023-12-28 06:00:00,34.4,1,0,0,336,05t
2023-12-28 07:00:00,43.8,2,0,0,356,05t
2023-12-28 08:00:00,39.1,2,0,0,354,05t
2023-12-28 09:00:00,41.0,2,0,0,49,05t
2023-12-28 10:00:00,40.4,1,0,0,356,05t
2023-12-28 11:00:00,25.1,2,0,0,338,05t
2023-12-28 12:00:00,26.9,2,0,0,9,05t
2023-12-28 13:00:00,23.9,2,0,0,4,05t
2023-12-28 14:00:00,21.9,2,0,0,92,05t
2023-12-28 15:00:00,19.1,2,0,0,78,05t
2023-12-28 16:00:00,21.1,2,0,0,53,05t
2023-12-28 17:00:00,24.0,1,0,0,80,05t
2023-12-28 18:00:00,24.2,1,0,0,36,05t
2023-12-28 19:00:00,30.0,1,0,0,330,05t
2023-12-28 20:00:00,31.0,1,0,0,333,05t
2023-12-28 21:00:00,30.0,1,0,0,316,05t
2023-12-28 22:00:00,31.2,1,0,0,322,05t
2023-12-28 23:00:00,36.1,0,0,0,322,05t
2023-12-29 00:00:00,40.6,1,0,0,316,05t
2023-12-29 01:00:00,56.1,1,0,0,290,05t
2023-12-29 02:00:00,58.0,1,0,0,286,05t
2023-12-29 03:00:00,56.7,1,0,0,315,05t
2023-12-29 04:00:00,47.9,1,0,0,315,05t
2023-12-29 05:00:00,44.9,1,0,0,326,05t
2023-12-29 06:00:00,42.2,1,0,0,330,05t
2023-12-29 07:00:00,46.9,1,0,0,17,05t
2023-12-29 08:00:00,43.8,1,0,0,37,05t
2023-12-29 09:00:00,36.9,1,0,0,47,05t
2023-12-29 10:00:00,34.7,1,0,0,6,05t
2023-12-29 11:00:00,25.9,2,0,0,339,05t
2023-12-29 12:00:00,22.0,2,0,0,54,05t
2023-12-29 13:00:00,21.0,2,0,0,65,05t
2023-12-29 14:00:00,21.7,2,0,0,72,05t
2023-12-29 15:00:00,14.1,2,0,0,14,05t
2023-12-29 16:00:00,16.2,2,0,0,38,05t
2023-12-29 17:00:00,21.1,1,0,0,56,05t
2023-12-29 18:00:00,24.2,0,0,0,96,05t
2023-12-29 19:00:00,29.2,1,0,0,345,05t
2023-12-29 20:00:00,36.1,1,0,0,320,05t
2023-12-29 21:00:00,39.9,1,0,0,320,05t
2023-12-29 22:00:00,37.2,1,0,0,317,05t
2023-12-29 23:00:00,44.3,1,0,0,301,05t
2023-12-30 00:00:00,53.1,1,0,0,300,05t
2023-12-30 01:00:00,56.9,0,0,0,294,05t
2023-12-30 02:00:00,53.2,1,0,0,304,05t
2023-12-30 03:00:00,57.5,1,0,0,320,05t
2023-12-30 04:00:00,44.9,1,0,0,323,05t
2023-12-30 05:00:00,43.0,0,0,0,347,05t
2023-12-30 06:00:00,44.1,0,0,0,299,05t
2023-12-30 07:00:00,48.2,0,0,0,286,05t
2023-12-30 08:00:00,53.6,1,0,0,298,05t
2023-12-30 09:00:00,43.8,1,0,0,20,05t
2023-12-30 10:00:00,37.8,1,0,0,37,05t
2023-12-30 11:00:00,32.7,1,0,0,320,05t
2023-12-30 12:00:00,23.7,2,0,0,348,05t
2023-12-30 13:00:00,16.6,2,0,0,10,05t
2023-12-30 14:00:00,15.6,1,0,0,9,05t
2023-12-30 15:00:00,16.1,1,0,0,96,05t
2023-12-30 16:00:00,18.0,1,0,0,167,05t
2023-12-30 17:00:00,19.7,1,0,0,263,05t
2023-12-30 18:00:00,38.0,0,0,0,322,05t
2023-12-30 19:00:00,39.0,0,0,0,288,05t
2023-12-30 20:00:00,39.8,1,0,0,288,05t
2023-12-30 21:00:00,35.1,1,0,0,293,05t
2023-12-30 22:00:00,38.1,1,0,0,294,05t
2023-12-30 23:00:00,39.9,1,0,0,308,05t
2023-12-31 00:00:00,38.0,1,0,0,322,05t
2023-12-31 01:00:00,38.8,1,0,0,328,05t
2023-12-31 02:00:00,32.1,1,0,0,311,05t
2023-12-31 03:00:00,35.0,1,0,0,329,05t
2023-12-31 04:00:00,34.1,1,0,0,324,05t
2023-12-31 05:00:00,38.0,1,0,0,318,05t
2023-12-31 06:00:00,39.0,1,0,0,335,05t
2023-12-31 07:00:00,40.0,1,0,0,337,05t
2023-12-31 08:00:00,41.1,1,0,0,20,05t
2023-12-31 09:00:00,43.5,1,0,0,67,05t
2023-12-31 10:00:00,30.1,1,0,0,74,05t
2023-12-31 11:00:00,32.9,1,0,0,13,05t
2023-12-31 12:00:00,28.8,1,0,0,297,05t
2023-12-31 13:00:00,23.9,1,0,0,305,05t
2023-12-31 14:00:00,21.8,1,0,0,334,05t
2023-12-31 15:00:00,17.2,1,0,0,108,05t
2023-12-31 16:00:00,23.8,1,0,0,188,05t
2023-12-31 17:00:00,18.6,1,0,0,194,05t
2023-12-31 18:00:00,34.2,1,0,0,308,05t
2023-12-31 19:00:00,41.1,1,0,0,298,05t
2023-12-31 20:00:00,43.9,1,0,0,297,05t
2023-12-31 21:00:00,40.0,1,0,0,291,05t
2023-12-31 22:00:00,39.8,1,0,0,307,05t
2023-12-31 23:00:00,33.1,1,0,0,310,05t
2024-01-01 00:00:00,35.9,1,0,0,323,05t
2024-01-01 01:00:00,32.1,1,0,0,337,05t
2024-01-01 02:00:00,34.3,1,0,0,327,05t
2024-01-01 03:00:00,42.1,0,0,0,85,05t
2024-01-01 04:00:00,44.5,0,0,0,95,05t
2024-01-01 05:00:00,56.2,0,0,0,115,05t
2024-01-01 06:00:00,59.9,0,0,0,138,05t
2024-01-01 07:00:00,56.6,1,0,0,92,05t
2024-01-01 08:00:00,46.8,2,0,0,74,05t
2024-01-01 09:00:00,40.3,2,0,0,70,05t
2024-01-01 10:00:00,21.6,3,0,0,71,05t
2024-01-01 11:00:00,12.1,2,0,0,79,05t
2024-01-01 12:00:00,15.0,2,0,0,120,05t
2024-01-01 13:00:00,13.8,2,0,0,101,05t
2024-01-01 14:00:00,10.1,2,0,0,108,05t
2024-01-01 15:00:00,12.9,2,0,0,61,05t
2024-01-01 16:00:00,11.2,2,0,0,77,05t
2024-01-01 17:00:00,16.0,1,0,0,82,05t
2024-01-01 18:00:00,17.1,1,0,0,51,05t
2024-01-01 19:00:00,19.9,0,0,0,345,05t
2024-01-01 20:00:00,18.3,1,0,0,295,05t
2024-01-01 21:00:00,27.1,1,0,0,292,05t
2024-01-01 22:00:00,29.2,0,0,0,74,05t
2024-01-01 23:00:00,33.7,0,0,0,75,05t
2024-01-02 00:00:00,26.3,0,0,0,106,05t
2024-01-02 01:00:00,35.0,0,0,0,336,05t
2024-01-02 02:00:00,34.8,0,0,0,310,05t
2024-01-02 03:00:00,29.3,0,0,0,137,05t
2024-01-02 04:00:00,36.0,0,0,0,112,05t
2024-01-02 05:00:00,36.2,0,0,0,151,05t
2024-01-02 06:00:00,40.2,0,0,0,101,05t
2024-01-02 07:00:00,43.7,1,0,0,63,05t
2024-01-02 08:00:00,37.1,1,0,0,81,05t
2024-01-02 09:00:00,40.0,1,0,0,73,05t
2024-01-02 10:00:00,39.5,2,0,0,94,05t
2024-01-02 11:00:00,27.9,2,0,0,77,05t
2024-01-02 12:00:00,25.6,2,0,0,58,05t
2024-01-02 13:00:00,15.5,2,0,0,104,05t
2024-01-02 14:00:00,15.0,2,0,0,57,05t
2024-01-02 15:00:00,15.0,2,0,0,83,05t
2024-01-02 16:00:00,14.2,2,0,0,86,05t
2024-01-02 17:00:00,19.0,1,0,0,88,05t
2024-01-02 18:00:00,18.2,1,0,0,343,05t
2024-01-02 19:00:00,22.1,0,0,0,329,05t
2024-01-02 20:00:00,24.2,1,0,0,295,05t
2024-01-02 21:00:00,28.2,1,0,0,292,05t
2024-01-02 22:00:00,34.2,0,0,0,11,05t
2024-01-02 23:00:00,38.8,0,0,0,94,05t
2024-01-03 00:00:00,34.6,0,0,0,116,05t
2024-01-03 01:00:00,48.5,0,0,0,138,05t
2024-01-03 02:00:00,35.0,0,0,0,155,05t
2024-01-03 03:00:00,35.0,0,0,0,135,05t
2024-01-03 04:00:00,35.9,0,0,0,98,05t
2024-01-03 05:00:00,32.8,1,0,0,75,05t
2024-01-03 06:00:00,27.0,0,0,0,133,05t
2024-01-03 07:00:00,28.3,0,0,0,146,05t
2024-01-03 08:00:00,35.8,1,0,0,86,05t
2024-01-03 09:00:00,31.7,2,0,0,72,05t
2024-01-03 10:00:00,24.5,3,0,0,79,05t
2024-01-03 11:00:00,13.0,2,0,0,55,05t
2024-01-03 12:00:00,14.2,2,0,0,47,05t
2024-01-03 13:00:00,19.0,2,0,0,88,05t
2024-01-03 14:00:00,18.2,2,0,0,60,05t
2024-01-03 15:00:00,23.9,2,0,0,95,05t
2024-01-03 16:00:00,21.0,2,0,0,78,05t
2024-01-03 17:00:00,20.2,1,0,0,74,05t
2024-01-03 18:00:00,25.1,1,0,0,42,05t
2024-01-03 19:00:00,28.0,0,0,0,350,05t
2024-01-03 20:00:00,27.2,1,0,0,296,05t
2024-01-03 21:00:00,33.2,0,0,0,299,05t
2024-01-03 22:00:00,38.0,0,0,0,118,05t
2024-01-03 23:00:00,37.9,0,0,0,91,05t
2024-01-04 00:00:00,36.8,0,0,0,115,05t
2024-01-04 01:00:00,55.7,0,0,0,86,05t
2024-01-04 02:00:00,48.2,0,0,0,8,05t
2024-01-04 03:00:00,52.7,0,0,0,69,05t
2024-01-04 04:00:00,44.1,0,0,0,117,05t
2024-01-04 05:00:00,46.0,1,0,0,106,05t
2024-01-04 06:00:00,46.5,1,0,0,90,05t
2024-01-04 07:00:00,57.6,1,0,0,88,05t
2024-01-04 08:00:00,47.5,2,0,0,90,05t
2024-01-04 09:00:00,34.0,3,0,0,86,05t
2024-01-04 10:00:00,33.4,3,0,0,86,05t
2024-01-04 11:00:00,17.0,3,0,0,63,05t
2024-01-04 12:00:00,18.3,3,0,0,64,05t
2024-01-04 13:00:00,24.9,3,0,0,70,05t
2024-01-04 14:00:00,23.4,3,0,0,85,05t
2024-01-04 15:00:00,32.8,2,0,0,58,05t
2024-01-04 16:00:00,29.1,2,0,0,88,05t
2024-01-04 17:00:00,31.8,1,0,0,72,05t
2024-01-04 18:00:00,27.0,1,0,0,43,05t
2024-01-04 19:00:00,28.2,1,0,0,26,05t
2024-01-04 20:00:00,33.2,1,0,0,38,05t
2024-01-04 21:00:00,36.8,0,0,0,97,05t
2024-01-04 22:00:00,32.2,1,0,0,57,05t
2024-01-04 23:00:00,36.9,1,0,0,56,05t
2024-01-05 00:00:00,34.2,1,0,0,84,05t
2024-01-05 01:00:00,40.0,0,0,0,45,05t
2024-01-05 02:00:00,40.2,1,0,0,55,05t
2024-01-05 03:00:00,44.2,1,0,0,101,05t
2024-01-05 04:00:00,47.7,1,0,0,80,05t
2024-01-05 05:00:00,39.0,1,0,0,83,05t
2024-01-05 06:00:00,40.0,1,0,0,92,05t
2024-01-05 07:00:00,41.0,1,0,0,97,05t
2024-01-05 08:00:00,41.6,2,0,0,107,05t
2024-01-05 09:00:00,30.9,2,0,0,118,05t
2024-01-05 10:00:00,27.8,2,0,0,116,05t
2024-01-05 11:00:00,23.0,2,0,0,73,05t
2024-01-05 12:00:00,23.7,2,0,0,59,05t
2024-01-05 13:00:00,17.2,2,0,0,57,05t
2024-01-05 14:00:00,23.3,2,0,0,90,05t
2024-01-05 15:00:00,29.5,2,0,0,43,05t
2024-01-05 16:00:00,16.2,2,0,0,75,05t
2024-01-05 17:00:00,22.2,1,0,0,75,05t
2024-01-05 18:00:00,26.2,1,0,0,74,05t
2024-01-05 19:00:00,31.2,0,0,0,342,05t
2024-01-05 20:00:00,35.8,0,0,0,15,05t
2024-01-05 21:00:00,31.2,0,0,0,111,05t
2024-01-05 22:00:00,35.2,0,0,0,102,05t
2024-01-05 23:00:00,41.0,0,0,0,112,05t
2024-01-06 00:00:00,42.1,1,0,0,66,05t
2024-01-06 01:00:00,45.2,1,0,0,89,05t
2024-01-06 02:00:00,49.2,1,0,0,88,05t
2024-01-06 03:00:00,53.9,1,0,0,78,05t
2024-01-06 04:00:00,51.0,1,0,0,99,05t
2024-01-06 05:00:00,50.2,1,0,0,107,05t
2024-01-06 06:00:00,54.7,1,0,0,121,05t
2024-01-06 07:00:00,48.0,1,0,0,121,05t
2024-01-06 08:00:00,47.4,2,0,0,81,05t
2024-01-06 09:00:00,32.8,3,0,0,80,05t
2024-01-06 10:00:00,26.8,2,0,0,95,05t
2024-01-06 11:00:00,21.0,2,0,0,85,05t
2024-01-06 12:00:00,20.8,2,0,0,81,05t
2024-01-06 13:00:00,17.3,2,0,0,79,05t
2024-01-06 14:00:00,23.8,2,0,0,85,05t
2024-01-06 15:00:00,18.3,2,0,0,92,05t
2024-01-06 16:00:00,27.0,2,0,0,71,05t
2024-01-06 17:00:00,27.9,2,0,0,92,05t
2024-01-06 18:00:00,26.2,1,0,0,62,05t
2024-01-06 19:00:00,30.2,0,0,0,111,05t
2024-01-06 20:00:00,36.3,1,0,0,289,05t
2024-01-06 21:00:00,44.2,0,0,0,302,05t
2024-01-06 22:00:00,49.1,0,0,0,317,05t
2024-01-06 23:00:00,51.1,0,0,0,133,05t
2024-01-07 00:00:00,54.6,1,0,0,53,05t
2024-01-07 01:00:00,68.5,1,0,0,88,05t
2024-01-07 02:00:00,55.7,0,0,0,103,05t
2024-01-07 03:00:00,47.1,0,0,0,112,05t
2024-01-07 04:00:00,49.0,1,0,0,90,05t
2024-01-07 05:00:00,50.0,1,0,0,85,05t
2024-01-07 06:00:00,51.0,0,0,0,85,05t
2024-01-07 07:00:00,51.0,0,0,0,129,05t
2024-01-07 08:00:00,51.7,2,0,0,94,05t
2024-01-07 09:00:00,43.4,2,0,0,84,05t
2024-01-07 10:00:00,29.2,3,0,0,68,05t
2024-01-07 11:00:00,32.5,3,0,0,77,05t
2024-01-07 12:00:00,20.2,2,0,0,87,05t
2024-01-07 13:00:00,26.2,2,0,0,92,05t
2024-01-07 14:00:00,30.4,2,0,0,85,05t
2024-01-07 15:00:00,14.3,2,0,0,82,05t
2024-01-07 16:00:00,22.1,2,0,0,53,05t
2024-01-07 17:00:00,24.1,2,0,0,79,05t
2024-01-07 18:00:00,27.0,1,0,0,98,05t
2024-01-07 19:00:00,27.3,0,0,0,149,05t
2024-01-07 20:00:00,36.0,0,0,0,140,05t
2024-01-07 21:00:00,36.0,0,0,0,119,05t
2024-01-07 22:00:00,37.2,0,0,0,146,05t
2024-01-07 23:00:00,43.0,0,0,0,137,05t
2024-01-08 00:00:00,44.3,0,0,0,116,05t
2024-01-08 01:00:00,52.6,0,0,0,92,05t
2024-01-08 02:00:00,43.3,1,0,0,85,05t
2024-01-08 03:00:00,49.9,1,0,0,85,05t
2024-01-08 04:00:00,48.2,1,0,0,62,05t
2024-01-08 05:00:00,52.5,1,0,0,69,05t
2024-01-08 06:00:00,40.1,1,0,0,86,05t
2024-01-08 07:00:00,41.8,1,0,0,76,05t
2024-01-08 08:00:00,38.2,1,0,0,80,05t
2024-01-08 09:00:00,43.0,1,0,0,88,05t
2024-01-08 10:00:00,41.7,2,0,0,94,05t
2024-01-08 11:00:00,34.6,2,0,0,67,05t
2024-01-08 12:00:00,24.0,2,0,0,92,05t
2024-01-08 13:00:00,25.2,2,0,0,120,05t
2024-01-08 14:00:00,30.8,2,0,0,310,05t
2024-01-08 15:00:00,27.2,2,0,0,99,05t
2024-01-08 16:00:00,31.0,1,0,0,84,05t
2024-01-08 17:00:00,31.1,1,0,0,82,05t
2024-01-08 18:00:00,33.2,1,0,0,99,05t
2024-01-08 19:00:00,38.2,1,0,0,290,05t
2024-01-08 20:00:00,43.2,1,0,0,292,05t
2024-01-08 21:00:00,48.1,0,0,0,278,05t
2024-01-08 22:00:00,50.2,0,0,0,185,05t
2024-01-08 23:00:00,55.8,0,0,0,324,05t
2024-01-09 00:00:00,50.6,0,0,0,314,05t
2024-01-09 01:00:00,65.8,0,0,0,12,05t
2024-01-09 02:00:00,61.8,0,0,0,346,05t
2024-01-09 03:00:00,58.0,0,0,0,300,05t
2024-01-09 04:00:00,57.2,0,0,0,309,05t
2024-01-09 05:00:00,63.5,0,0,0,313,05t
2024-01-09 06:00:00,76.0,0,0,0,75,05t
2024-01-09 07:00:00,75.1,0,0,0,102,05t
2024-01-09 08:00:00,78.0,0,0,0,140,05t
2024-01-09 09:00:00,78.7,1,0,0,154,05t
2024-01-09 10:00:00,71.7,1,0,0,129,05t
2024-01-09 11:00:00,63.3,1,0,0,170,05t
2024-01-09 12:00:00,44.7,2,0,0,192,05t
2024-01-09 13:00:00,38.2,3,0,0,199,05t
2024-01-09 14:00:00,43.4,2,0,0,194,05t
2024-01-09 15:00:00,51.9,2,0,0,202,05t
2024-01-09 16:00:00,49.0,2,0,0,191,05t
2024-01-09 17:00:00,50.2,1,0,0,190,05t
2024-01-09 18:00:00,54.1,0,0,0,225,05t
2024-01-09 19:00:00,56.5,1,0,0,288,05t
2024-01-09 20:00:00,68.6,1,0,0,278,05t
2024-01-09 21:00:00,57.8,1,0,0,183,05t
2024-01-09 22:00:00,52.6,1,0,0,183,05t
2024-01-09 23:00:00,43.1,1,0,0,187,05t
2024-01-10 00:00:00,45.2,1,0,0,187,05t
2024-01-10 01:00:00,50.5,1,0,0,184,05t
2024-01-10 02:00:00,39.0,1,0,0,179,05t
2024-01-10 03:00:00,39.9,1,0,0,180,05t
2024-01-10 04:00:00,38.2,0,0,0,168,05t
2024-01-10 05:00:00,42.4,0,0,0,123,05t
2024-01-10 06:00:00,51.1,0,0,0,78,05t
2024-01-10 07:00:00,53.0,0,0,0,145,05t
2024-01-10 08:00:00,52.3,1,0,0,159,05t
2024-01-10 09:00:00,35.8,1,0,0,168,05t
2024-01-10 10:00:00,32.2,1,0,0,191,05t
2024-01-10 11:00:00,37.2,2,0,0,176,05t
2024-01-10 12:00:00,41.0,2,0,0,208,05t
2024-01-10 13:00:00,42.0,2,0,0,195,05t
2024-01-10 14:00:00,41.1,3,0,0,196,05t
2024-01-10 15:00:00,43.0,2,0,0,196,05t
2024-01-10 16:00:00,43.0,2,0,0,187,05t
2024-01-10 17:00:00,43.8,2,0,0,190,05t
2024-01-10 18:00:00,39.8,2,0,0,186,05t
2024-01-10 19:00:00,36.1,2,0,0,185,05t
2024-01-10 20:00:00,37.7,2,0,0,186,05t
2024-01-10 21:00:00,29.9,2,0,0,186,05t
2024-01-10 22:00:00,27.1,1,0,0,182,05t
2024-01-10 23:00:00,28.9,1,0,0,190,05t
2024-01-11 00:00:00,27.4,1,0,0,187,05t
2024-01-11 01:00:00,35.6,1,0,0,192,05t
2024-01-11 02:00:00,27.2,1,0,0,168,05t
2024-01-11 03:00:00,30.9,1,0,0,170,05t
2024-01-11 04:00:00,28.0,0,0,0,170,05t
2024-01-11 05:00:00,29.1,0,0,0,159,05t
2024-01-11 06:00:00,31.0,0,0,0,155,05t
2024-01-11 07:00:00,32.2,0,0,0,167,05t
2024-01-11 08:00:00,37.8,1,0,0,173,05t
2024-01-11 09:00:00,33.7,2,0,0,192,05t
2024-01-11 10:00:00,27.1,1,0,0,196,05t
2024-01-11 11:00:00,28.9,2,0,0,204,05t
2024-01-11 12:00:00,27.0,2,0,0,204,05t
2024-01-11 13:00:00,28.2,2,0,0,196,05t
2024-01-11 14:00:00,32.9,2,0,0,193,05t
2024-01-11 15:00:00,31.2,2,0,0,188,05t
2024-01-11 16:00:00,35.9,1,0,0,141,05t
2024-01-11 17:00:00,33.1,1,0,0,190,05t
2024-01-11 18:00:00,36.1,1,0,0,179,05t
2024-01-11 19:00:00,39.0,1,0,0,180,05t
2024-01-11 20:00:00,38.7,1,0,0,162,05t
2024-01-11 21:00:00,32.2,1,0,0,171,05t
2024-01-11 22:00:00,35.8,1,0,0,177,05t
2024-01-11 23:00:00,31.9,1,0,0,195,05t
2024-01-12 00:00:00,29.8,1,0,0,191,05t
2024-01-12 01:00:00,26.0,1,0,0,189,05t
2024-01-12 02:00:00,24.9,1,0,0,192,05t
2024-01-12 03:00:00,23.0,2,0,0,196,05t
