DATETIMEDATA,prediction_label
2024-03-10,19.86065074602763
2024-03-11,21.933485748370487
2024-03-12,20.534683767557144
2024-03-13,19.350234020551046
2024-03-14,17.93401351650556
2024-03-15,17.407892606258393
2024-03-16,18.147617130676906
