DATETIMEDATA,prediction_label
2024-03-04,25.25583323200544
2024-03-05,21.677505534092585
2024-03-06,20.166387204726536
2024-03-07,20.81241657574971
2024-03-08,22.117654914855958
2024-03-09,20.70458437681198
2024-03-10,19.86065074602763
